ID_Registro,Fecha_Medicion,Provincia,Tipo_Residuo,Toneladas
REG-1000,12/04/2024,Misiones,Plásticos,826.8
REG-1422,21/06/2025,Tucumán,Peligrosos,695.55
REG-1360,03/10/2024,Salta,Orgánico,5099.9
REG-1382,06/02/2024,Tucumán,Plásticos,4442.87
REG-1316,09/08/2025,Córdoba,Plásticos,3809.75
REG-1909,21/01/2026,Tucumán,Vidrio,1244.48
REG-1963,22/11/2025,Misiones,Orgánico,2539.42
REG-1875,07/01/2026,Tucumán,Vidrio,4728.72
REG-1478,27/02/2024,Mendoza,Orgánico,2884.27
REG-1621,19/01/2024,Chaco,Vidrio,1248.8
REG-1425,20/05/2025,Tucumán,Papel y Cartón,4221.59
REG-1140,08/01/2026,Santa Fe,Orgánico,1207.75
REG-1172,08/06/2024,Córdoba,Plásticos,737.72
REG-1450,31/10/2024,BUENOS AIRES ,Papel y Cartón,1265.31
REG-1125,10/02/2024,Salta,Plásticos,1491.7
REG-1530,31/01/2026,Tucumán,Papel y Cartón,3184.37
REG-1611,05/10/2024,Salta,Peligrosos,3529.84
REG-2015,20/04/2024,Mendoza,Vidrio,3659.18
REG-2040,04/08/2025,Salta,Vidrio,3916.84
REG-1090,08/09/2024,Tucumán,Orgánico,2389.07
REG-1158,12/01/2026,Tucumán,Plásticos,2889.59
REG-1181,07/10/2025,Santa Fe,Plásticos,720.32
REG-1363,10/10/2024,Salta,Plásticos,1186.07
REG-1752,07/01/2025,Tucumán,Plásticos,942.75
REG-1274,06/02/2025,Tucumán,Metales,1839.91
REG-1903,22/02/2024,Tucumán,Plásticos,2434.34
REG-1251,14/03/2025,mendoza,Plásticos,3195.32
REG-1069,24/07/2024,Mendoza,Orgánico,2346.53
REG-1291,19/09/2024,Córdoba,Plásticos,1125.45
REG-1131,17/02/2024,Santa Fe,Plásticos,3579.09
REG-1300,13/10/2025,cordoba,Papel y Cartón,2925.35
REG-1585,07/05/2025,Córdoba,Plásticos,1069.2
REG-1326,08/04/2024,Misiones,Papel y Cartón,3119.61
REG-1144,07/02/2026,Chaco,Plásticos,2088.55
REG-1552,20/11/2025,Córdoba,Plásticos,455.28
REG-1707,21/06/2024,Misiones,Plásticos,1147.85
REG-1753,19/07/2025,Misiones,Orgánico,3074.47
REG-1495,23/08/2025,MENDOZA,Vidrio,547.51
REG-1135,28/12/2025,Chaco,Vidrio,5615.98
REG-1338,26/01/2025,Salta,Plásticos,5712.66
REG-1787,30/06/2025,Chaco,Plásticos,3313.42
REG-1164,10/02/2025,Salta,Orgánico,3962.22
REG-1028,04/04/2025,Buenos Aires,Plásticos,1852.96
REG-1660,22/08/2024,Mendoza,Vidrio,2464.09
REG-1193,18/08/2024,Misiones,Orgánico,4632.68
REG-1677,12/07/2024,Santa Fe,Papel y Cartón,531.18
REG-1750,18/02/2025,Mendoza,Vidrio,1713.31
REG-1433,15/10/2025,Salta,Plásticos,3613.8
REG-1643,28/04/2025,Mendoza,Peligrosos,912.97
REG-1169,24/06/2025,Bs. As.,Vidrio,620.29
REG-1587,16/02/2025,Chaco,Plásticos,1618.03
REG-1173,29/11/2025,Santa Fe,Orgánico,2498.8
REG-1754,15/09/2024,Chaco,Plásticos,1661.27
REG-1628,21/09/2024,Salta,Plásticos,3790.65
REG-1491,05/04/2024,Córdoba,Peligrosos,680.82
REG-1073,02/01/2024,Tucumán,Plásticos,1339.24
REG-1802,25/05/2024,Santa Fe,Plásticos,2125.71
REG-1234,02/01/2024,Santa Fe,Peligrosos,4382.1
REG-1214,08/01/2025,Buenos Aires,Papel y Cartón,1299.36
REG-1198,09/10/2024,Misiones,Orgánico,792.66
REG-1132,17/05/2025,Mendoza,Peligrosos,1957.96
REG-1649,18/04/2024,Tucumán,Papel y Cartón,4767.04
REG-1771,28/11/2025,MENDOZA,Plásticos,1535.47
REG-1185,09/07/2025,Tucumán,Plásticos,1329.63
REG-1041,08/07/2024,Buenos Aires,Orgánico,3300.12
REG-1108,04/06/2025,Buenos Aires,Plásticos,2583.39
REG-1695,08/09/2024,Salta,Plásticos,5379.84
REG-1539,30/08/2025,Tucumán,Orgánico,2304.83
REG-1827,07/11/2025,Salta,Plásticos,1594.43
REG-1483,01/03/2026,Córdoba ,Orgánico,4497.22
REG-1468,25/09/2024,Chaco,Orgánico,2162.34
REG-1024,20/01/2025,Tucumán,Orgánico,1357.68
REG-1548,11/05/2025,Tucumán,Peligrosos,966.9
REG-1888,28/01/2026,Chaco,Plásticos,1465.92
REG-1620,29/11/2025,Misiones,Vidrio,2480.9
REG-1813,01/09/2025,Buenos Aires,Orgánico,742.56
REG-1366,20/10/2025,Mendoza,Papel y Cartón,1249.64
REG-1689,25/05/2025,Mendoza,Orgánico,1796.73
REG-1383,06/10/2024,Chaco,Plásticos,8013.31
REG-1454,23/02/2024,Misiones,Vidrio,2307.51
REG-1264,31/08/2025,buenos aires,Orgánico,4659.48
REG-1626,20/08/2024,Salta,Vidrio,2387.27
REG-1801,05/03/2024,Mendoza,Peligrosos,2077.94
REG-1444,08/07/2024,Misiones,Plásticos,2889.43
REG-1395,12/09/2024,Salta,Orgánico,676.22
REG-1176,06/03/2026,Córdoba,Peligrosos,3569.09
REG-1018,23/10/2025,Mendoza,Vidrio,1527.67
REG-1583,15/05/2025,Córdoba,Orgánico,2304.42
REG-1756,15/04/2025,Chaco,Orgánico,8460.5
REG-1061,05/12/2024,Mendoza,Metales,2956.21
REG-1272,21/10/2025,Misiones,Plásticos,1312.57
REG-2029,15/11/2024,Tucumán,Papel y Cartón,2857.39
REG-1278,27/05/2024,Buenos Aires,Orgánico,3994.89
REG-1961,16/09/2025,Santa Fe,Vidrio,902.17
REG-1368,30/06/2025,Chaco,Vidrio,4510.37
REG-1989,08/01/2026,Misiones,Orgánico,1688.53
REG-2008,28/01/2025,BUENOS AIRES ,Plásticos,4610.42
REG-1703,14/06/2025,Tucumán,Plásticos,1258.28
REG-1547,14/09/2024,SANTA FE,Metales,3432.65
REG-1720,08/07/2024,Chaco,Plásticos,1263.67
REG-1739,06/11/2025,Tucumán,Plásticos,2121.65
REG-1456,04/09/2025,Salta,Vidrio,1064.21
REG-1393,09/09/2024,Mendoza,Orgánico,1768.55
REG-1070,21/03/2024,Córdoba ,Plásticos,2481.34
REG-1788,09/09/2024,Mendoza,Orgánico,1319.64
REG-1375,06/06/2024,Santa Fe,Vidrio,5161.46
REG-1412,20/01/2025,Mendoza,Plásticos,1490.5
REG-1074,24/01/2025,Salta,Vidrio,2579.95
REG-2047,29/08/2025,Chaco,Vidrio,2137.78
REG-1500,04/12/2025,Chaco,Orgánico,1620.75
REG-1958,26/01/2024,Chaco,Plásticos,1188.52
REG-1114,18/05/2024,Mendoza,Orgánico,2689.82
REG-1417,24/06/2024,Córdoba,Plásticos,2300.28
REG-1089,27/12/2025,Misiones,Plásticos,1776.36
REG-2049,16/05/2024,Tucumán,Orgánico,251.24
REG-2011,18/04/2024,Salta,Orgánico,2325.23
REG-1716,26/12/2024,Buenos Aires,Plásticos,1078.45
REG-1723,22/05/2025,Santa Fe,Plásticos,2154.02
REG-1011,26/11/2024,Tucumán,Plásticos,4246.87
REG-1396,18/11/2024,Mendoza,Orgánico,673.52
REG-1622,25/06/2024,Salta,Papel y Cartón,507.42
REG-2039,10/12/2025,Misiones,Papel y Cartón,5242.4
REG-1042,17/11/2025,Buenos Aires,Orgánico,2256.84
REG-1167,16/10/2025,Buenos Aires,Vidrio,600.63
REG-1416,02/09/2024,Salta,Orgánico,2421.62
REG-1576,14/02/2026,Chaco,Metales,2646.12
REG-1887,25/06/2025,Misiones,Plásticos,1653.88
REG-1426,05/02/2024,Misiones,Papel y Cartón,2749.56
REG-1544,02/03/2026,Misiones,Orgánico,2034.6
REG-2026,01/06/2025,Salta,Plásticos,2873.28
REG-1059,11/12/2024,Tucumán,Vidrio,11482.05
REG-1803,11/08/2024,Salta,Plásticos,2102.96
REG-1724,03/01/2025,Buenos Aires,Papel y Cartón,1784.69
REG-1257,20/10/2024,Mendoza,Papel y Cartón,4895.74
REG-1335,01/02/2025,Córdoba,Vidrio,1606.59
REG-1015,09/04/2024,Buenos Aires,Orgánico,2952.95
REG-1741,20/10/2025,cordoba,Orgánico,4275.57
REG-1324,24/05/2025,Salta,Plásticos,3785.81
REG-1889,15/04/2024,Córdoba,Orgánico,2971.26
REG-1222,17/03/2025,Santa Fe,Orgánico,697.12
REG-1179,10/07/2025,Córdoba ,Orgánico,3290.11
REG-1099,04/08/2024,Misiones,Papel y Cartón,3252.86
REG-1521,07/03/2025,Mendoza,Orgánico,
REG-1022,06/05/2025,Córdoba,Orgánico,3229.45
REG-1356,14/02/2026,Santa Fe,Orgánico,588.12
REG-1785,21/01/2026,Chaco,Vidrio,386.99
REG-2006,25/01/2024,santa fe,Peligrosos,2811.83
REG-1824,12/03/2025,Salta,Plásticos,5908.7
REG-1340,13/07/2024,Córdoba,Vidrio,2319.79
REG-1431,26/05/2025,Mendoza,Plásticos,1873.59
REG-2024,28/02/2025,Bs. As.,Papel y Cartón,1931.48
REG-1974,20/01/2025,Santa Fe,Vidrio,1914.29
REG-1203,24/12/2024,Tucumán,Peligrosos,7265.49
REG-1743,16/03/2025,Chaco,Plásticos,205.84
REG-1093,25/12/2025,Misiones,Vidrio,3471.11
REG-1656,12/05/2024,Córdoba,Vidrio,4806.55
REG-1068,04/02/2024,Tucumán,Orgánico,1753.03
REG-1734,20/03/2024,Córdoba,Vidrio,2314.69
REG-1284,02/10/2025,Santa Fe,Vidrio,2110.3
REG-1939,07/06/2025,Buenos Aires,Orgánico,692.21
REG-1434,15/04/2025,Buenos Aires,Orgánico,610.89
REG-1153,15/01/2024,Córdoba,Plásticos,
REG-1075,19/07/2025,Salta,Vidrio,2516.92
REG-1859,23/01/2025,MENDOZA,Orgánico,3090.45
REG-1580,24/04/2024,Misiones,Orgánico,2613.78
REG-1446,29/05/2024,Santa Fe,Plásticos,2987.33
REG-1188,26/11/2024,Santa Fe,Plásticos,3468.83
REG-1271,09/02/2026,Tucumán,Plásticos,1475.18
REG-1236,07/08/2024,Chaco,Papel y Cartón,1470.91
REG-1487,27/02/2024,Salta,Peligrosos,158.32
REG-1552,20/11/2025,Córdoba,Plásticos,455.28
REG-1559,24/09/2024,Tucumán,Plásticos,2729.89
REG-1117,26/01/2025,Salta,Orgánico,2649.06
REG-1867,16/08/2024,Tucumán,Plásticos,2038.61
REG-1485,27/01/2025,Tucumán,Plásticos,2257.78
REG-1512,07/08/2024,Chaco,Plásticos,3829.21
REG-1633,18/01/2025,Misiones,Papel y Cartón,767.52
REG-1907,16/01/2026,Misiones,Plásticos,1792.23
REG-1822,06/10/2025,Salta,Plásticos,688.74
REG-2031,18/03/2025,Mendoza,Papel y Cartón,1217.39
REG-1126,28/01/2024,Córdoba,Plásticos,2956.45
REG-1116,15/08/2025,Buenos Aires,Plásticos,1084.18
REG-1473,20/10/2025,Chaco,Orgánico,524.57
REG-2023,07/07/2025,Córdoba,Papel y Cartón,2376.41
REG-1057,29/08/2024,Santa Fe,Vidrio,4851.41
REG-1603,24/10/2025,Santa Fe,Orgánico,1431.39
REG-1793,25/03/2025,Chaco,Orgánico,4304.24
REG-1105,05/06/2024,Santa Fe,Plásticos,1606.02
REG-1635,20/05/2025,Salta,Orgánico,2481.3
REG-1369,10/07/2024,Buenos Aires,Vidrio,4341.74
REG-1268,21/11/2024,Mendoza,Plásticos,1671.64
REG-1655,25/09/2025,Santa Fe,Papel y Cartón,1799.3
REG-1046,19/05/2025,Misiones,Plásticos,1899.27
REG-1349,19/01/2026,Córdoba,Plásticos,704.54
REG-1195,12/08/2024,Misiones,Plásticos,3535.33
REG-1102,14/01/2025,Santa Fe,Plásticos,669.09
REG-1982,14/09/2025,Córdoba,Orgánico,2173.34
REG-1930,05/01/2024,Chaco,Papel y Cartón,5656.39
REG-1810,05/03/2026,Tucumán,Orgánico,3184.09
REG-1865,29/10/2024,Córdoba,Orgánico,2742.98
REG-1263,23/05/2024,Tucumán,Plásticos,147.68
REG-1881,22/03/2025,Buenos Aires,Vidrio,1039.03
REG-1443,28/07/2025,Chaco,Peligrosos,556.81
REG-1969,09/06/2025,Chaco,Papel y Cartón,1272.92
REG-1304,09/01/2024,Santa Fe,Plásticos,2911.65
REG-1341,04/02/2025,Misiones,Peligrosos,1001.15
REG-1861,01/02/2026,Mendoza,Metales,2240.42
REG-1313,29/04/2024,Córdoba ,Vidrio,295.29
REG-1149,01/02/2025,Córdoba ,Orgánico,910.58
REG-1124,18/08/2024,Misiones,Orgánico,835.42
REG-1920,13/07/2024,Chaco,Plásticos,2168.18
REG-1982,14/09/2025,Córdoba,Orgánico,2173.34
REG-1664,09/01/2024,Buenos Aires,Papel y Cartón,2497.38
REG-1050,21/01/2024,Chaco,Vidrio,4267.09
REG-1353,30/12/2024,Mendoza,Orgánico,2478.62
REG-1388,29/08/2025,Salta,Orgánico,996.92
REG-1142,06/04/2025,Córdoba,Plásticos,2033.15
REG-1470,27/09/2025,Buenos Aires,Peligrosos,6186.69
REG-1653,01/02/2025,Salta,Orgánico,2708.78
REG-1399,03/03/2026,Buenos Aires,Peligrosos,1731.95
REG-1737,02/02/2026,Santa Fe,Papel y Cartón,694.94
REG-1320,13/04/2024,Misiones,Plásticos,1376.97
REG-1019,04/11/2024,Sta Fe,Peligrosos,2862.23
REG-1684,10/05/2025,Chaco,Peligrosos,5476.06
REG-1945,13/03/2024,Tucumán,Orgánico,6483.4
REG-1924,02/11/2025,Chaco,Vidrio,889.97
REG-1944,30/12/2025,Misiones,Orgánico,2473.87
REG-1407,14/10/2024,Santa Fe,Plásticos,2279.36
REG-1537,20/10/2025,Córdoba,Plásticos,3481.08
REG-1936,27/05/2025,Salta,Vidrio,8012.69
REG-1732,21/06/2024,santa fe,Vidrio,1872.78
REG-1038,20/04/2025,Tucumán,Vidrio,6136.2
REG-1175,26/03/2024,Mendoza,Plásticos,2015.35
REG-1245,14/11/2025,Córdoba,Vidrio,6937.72
REG-1968,26/12/2025,Córdoba,Plásticos,4824.03
REG-1786,11/07/2025,Chaco,Papel y Cartón,2198.57
REG-1884,14/06/2024,buenos aires,Vidrio,4125.09
REG-2035,15/10/2024,Tucumán,Vidrio,2961.94
REG-1154,07/07/2025,Tucumán,Plásticos,3385.68
REG-1638,09/03/2024,Tucumán,Orgánico,1701.82
REG-1662,20/01/2026,Salta,Papel y Cartón,621.7
REG-1287,30/05/2024,Chaco,Orgánico,1195.99
REG-1625,20/03/2025,Mendoza,Plásticos,1008.95
REG-1685,30/12/2024,Mendoza,Orgánico,8555.89
REG-1713,21/10/2025,Tucumán,Vidrio,3407.34
REG-1569,28/10/2024,Tucumán,Orgánico,4366.11
REG-1873,04/12/2025,Santa Fe,Papel y Cartón,2241.98
REG-1017,10/05/2024,Salta,Orgánico,5147.74
REG-1127,14/05/2024,Santa Fe,Papel y Cartón,2494.83
REG-1322,14/08/2024,Tucumán,Plásticos,5715.99
REG-1255,04/02/2025,Buenos Aires,Plásticos,5362.77
REG-1773,26/06/2024,Buenos Aires,Plásticos,4023.22
REG-1344,18/11/2025,Misiones,Vidrio,6628.97
REG-1190,20/05/2025,Córdoba ,Peligrosos,2196.41
REG-1115,13/05/2025,Chaco,Vidrio,896.76
REG-1828,14/12/2025,Misiones,Orgánico,2156.51
REG-1728,27/02/2024,Misiones,Plásticos,2919.68
REG-1606,06/02/2024,Tucumán,Papel y Cartón,2240.52
REG-1180,27/07/2025,Buenos Aires,Papel y Cartón,
REG-1301,28/03/2025,mendoza,Plásticos,1536.82
REG-1890,16/07/2025,Sta Fe,Orgánico,1048.22
REG-1837,15/11/2025,Mendoza,Metales,280.0
REG-1850,06/09/2024,Chaco,Orgánico,727.78
REG-1988,20/05/2025,Santa Fe,Papel y Cartón,415.77
REG-1780,24/05/2024,Tucumán,Papel y Cartón,1028.18
REG-1517,28/03/2025,Chaco,Vidrio,1008.79
REG-1372,17/01/2024,mendoza,Vidrio,4071.88
REG-1045,31/08/2024,Tucumán,Papel y Cartón,2977.4
REG-1476,25/02/2026,Tucumán,Plásticos,4083.0
REG-1157,28/07/2025,Mendoza,Orgánico,2221.24
REG-1874,02/02/2026,Misiones,Orgánico,6734.15
REG-1171,08/06/2025,Córdoba,Orgánico,691.48
REG-1016,25/10/2025,Chaco,Papel y Cartón,860.26
REG-1511,11/10/2024,Chaco,Papel y Cartón,87.01
REG-1048,29/04/2025,Buenos Aires,Orgánico,2995.57
REG-1191,13/12/2024,Chaco,Orgánico,809.02
REG-1983,19/01/2026,Salta,Plásticos,1810.89
REG-1515,03/04/2024,Salta,Plásticos,1394.39
REG-1799,28/04/2024,Salta,Plásticos,1490.44
REG-1101,06/07/2024,Córdoba,Plásticos,2219.54
REG-1480,10/01/2026,Tucumán,Orgánico,352.19
REG-1283,03/12/2024,Córdoba,Orgánico,1173.92
REG-1843,10/03/2026,Tucumán,Orgánico,2800.19
REG-1849,02/06/2024,Buenos Aires,Plásticos,1852.24
REG-1225,24/05/2025,Misiones,Vidrio,2877.09
REG-1026,03/10/2024,Chaco,Vidrio,4392.7
REG-1916,03/06/2025,Misiones,Vidrio,1897.65
REG-1437,19/12/2024,Chaco,Plásticos,3529.8
REG-1483,01/03/2026,Córdoba ,Orgánico,4497.22
REG-1364,25/04/2025,Tucumán,Vidrio,1951.58
REG-1229,04/09/2025,Buenos Aires,Papel y Cartón,1173.85
REG-1037,12/11/2025,Mendoza,Vidrio,7045.46
REG-1669,02/06/2025,Chaco,Papel y Cartón,5875.44
REG-1749,22/05/2024,Córdoba,Vidrio,2980.38
REG-1184,11/09/2025,Tucumán,Papel y Cartón,1318.43
REG-1374,07/08/2024,Chaco,Plásticos,3390.46
REG-1469,04/01/2025,Córdoba,Plásticos,723.38
REG-1141,04/09/2025,Mendoza,Orgánico,726.15
REG-1687,14/05/2025,Misiones,Vidrio,3072.08
REG-1994,28/01/2024,Salta,Plásticos,1338.17
REG-1825,23/01/2024,Mendoza,Plásticos,3983.67
REG-1853,27/04/2024,Córdoba,Papel y Cartón,3727.5
REG-1194,08/07/2024,Salta,Orgánico,6656.07
REG-1999,26/03/2024,Buenos Aires,Peligrosos,3394.96
REG-2009,07/03/2024,Mendoza,Plásticos,3159.55
REG-1503,28/02/2026,Buenos Aires,Peligrosos,475.17
REG-1390,30/11/2025,Mendoza,Plásticos,3078.35
REG-1971,28/01/2024,Buenos Aires,Orgánico,1476.09
REG-1579,21/02/2025,Santa Fe,Papel y Cartón,3831.89
REG-1160,17/07/2025,Tucumán,Plásticos,678.16
REG-1680,13/06/2024,Buenos Aires,Plásticos,765.24
REG-2033,10/01/2026,Misiones,Plásticos,1499.96
REG-1162,03/01/2026,MENDOZA,Vidrio,2558.48
REG-1705,05/05/2024,Mendoza,Vidrio,706.26
REG-1823,09/02/2026,Mendoza,Plásticos,362.29
REG-1152,25/07/2024,Tucumán,Plásticos,2546.95
REG-1800,08/01/2025,Córdoba,Vidrio,1487.81
REG-1820,20/04/2025,Mendoza,Papel y Cartón,1783.31
REG-1886,30/11/2024,Buenos Aires,Plásticos,1041.42
REG-1111,09/10/2025,Buenos Aires,Orgánico,633.23
REG-1226,20/01/2025,Córdoba,Plásticos,2442.23
REG-1807,08/10/2024,Salta,Metales,2718.82
REG-1103,07/05/2025,Buenos Aires,Vidrio,1321.82
REG-1421,28/01/2026,Mendoza,Vidrio,1675.84
REG-1419,21/04/2025,Córdoba,Plásticos,1699.91
REG-1880,10/03/2025,Córdoba,Plásticos,4951.01
REG-1586,15/03/2024,Tucumán,Papel y Cartón,2037.25
REG-1914,04/04/2024,Córdoba,Vidrio,1080.65
REG-1672,16/06/2024,Tucumán,Orgánico,1533.76
REG-1119,22/02/2025,Salta,Orgánico,1505.28
REG-1053,22/01/2025,Santa Fe,Orgánico,797.79
REG-1151,27/01/2025,Tucumán,Plásticos,1336.25
REG-1403,18/11/2024,Misiones,Papel y Cartón,1687.38
REG-1306,08/04/2024,Chaco,Plásticos,2843.07
REG-1207,10/10/2025,Misiones,Orgánico,2207.4
REG-1658,02/08/2024,Buenos Aires,Orgánico,1466.66
REG-1987,30/09/2024,Tucumán,Papel y Cartón,2521.27
REG-1894,17/05/2024,Tucumán,Papel y Cartón,3837.27
REG-1008,01/05/2024,Buenos Aires,Plásticos,3806.32
REG-1943,18/03/2024,Córdoba,Vidrio,1429.54
REG-1036,25/05/2025,Buenos Aires,Plásticos,4161.33
REG-1452,12/11/2025,Misiones,Plásticos,89.4
REG-1651,11/02/2024,Salta,Orgánico,1056.41
REG-1253,02/07/2024,Mendoza,Orgánico,3234.15
REG-1303,08/06/2024,Chaco,Plásticos,503.09
REG-1876,01/11/2024,Mendoza,Plásticos,1196.03
REG-1571,13/05/2025,Salta,Orgánico,6307.01
REG-1623,03/09/2025,Chaco,Orgánico,1301.07
REG-1832,25/03/2024,Mendoza,Plásticos,1303.61
REG-1844,03/02/2024,Santa Fe,Plásticos,1741.21
REG-1834,01/04/2025,Mendoza,Papel y Cartón,1946.99
REG-1262,21/01/2026,Buenos Aires,Plásticos,693.64
REG-1610,08/06/2025,Chaco,Plásticos,5208.63
REG-1297,02/01/2024,SANTA FE,Orgánico,936.89
REG-1414,13/04/2024,Misiones,Plásticos,3241.62
REG-1150,05/03/2026,Tucumán,Plásticos,4551.2
REG-1922,28/10/2025,Tucumán,Plásticos,1749.49
REG-1778,04/12/2025,Misiones,Plásticos,3681.66
REG-1640,30/01/2025,Buenos Aires,Plásticos,5551.01
REG-2032,10/11/2024,Santa Fe,Orgánico,4929.33
REG-1550,19/04/2025,santa fe,Orgánico,4881.01
REG-1925,01/03/2024,Córdoba,Orgánico,3831.26
REG-1488,25/09/2025,Mendoza,Papel y Cartón,2682.96
REG-1819,01/06/2025,Santa Fe,Plásticos,7398.01
REG-1710,07/08/2024,Mendoza,Papel y Cartón,72.97
REG-1147,17/05/2025,Salta,Papel y Cartón,1568.34
REG-1146,05/08/2024,Tucumán,Orgánico,429.81
REG-1846,04/04/2024,Santa Fe,Metales,1906.7
REG-1345,04/04/2025,Buenos Aires,Plásticos,2403.75
REG-1868,31/07/2025,Sta Fe,Orgánico,3751.47
REG-2028,08/10/2024,Santa Fe,Orgánico,1924.74
REG-1659,02/01/2026,Tucumán,Metales,1529.82
REG-1770,09/10/2025,Salta,Plásticos,2356.08
REG-1348,22/01/2024,Córdoba,Vidrio,3191.02
REG-1463,14/07/2024,Tucumán,Vidrio,384.54
REG-1325,17/04/2025,Buenos Aires,Papel y Cartón,1032.69
REG-1186,05/12/2024,Córdoba,Papel y Cartón,2376.7
REG-1123,04/05/2025,Buenos Aires,Plásticos,2918.58
REG-1998,18/08/2024,Santa Fe,Orgánico,349.03
REG-1608,03/01/2025,Mendoza,Orgánico,2052.98
REG-1143,04/10/2025,Chaco,Orgánico,3712.24
REG-1751,27/05/2025,Chaco,Orgánico,4450.09
REG-1570,09/09/2024,Sta Fe,Orgánico,1700.7
REG-1197,11/01/2025,Buenos Aires,Papel y Cartón,2891.49
REG-1609,25/11/2025,Tucumán,Orgánico,781.22
REG-1836,20/02/2024,Salta,Papel y Cartón,2535.65
REG-1279,11/12/2025,Santa Fe,Plásticos,2582.36
REG-1293,23/05/2024,Mendoza,Plásticos,667.81
REG-1972,18/03/2024,Buenos Aires,Orgánico,6447.41
REG-1400,04/01/2026,Salta,Orgánico,1327.74
REG-1122,11/02/2026,Chaco,Plásticos,955.87
REG-1183,28/01/2024,Tucumán,Plásticos,3068.42
REG-1202,15/09/2024,Buenos Aires,Papel y Cartón,2730.14
REG-1438,10/03/2026,Mendoza,Peligrosos,2548.45
REG-1835,01/01/2024,Misiones,Papel y Cartón,1637.42
REG-1246,30/12/2025,CORDOBA,Papel y Cartón,2594.43
REG-1415,27/01/2025,Mendoza,Papel y Cartón,3973.5
REG-1910,20/04/2024,Córdoba,Papel y Cartón,718.15
REG-1031,09/09/2024,Santa Fe,Papel y Cartón,1209.74
REG-2042,15/09/2025,Córdoba,Papel y Cartón,4209.68
REG-1901,29/06/2025,Santa Fe,Metales,3465.9
REG-1052,30/09/2024,Salta,Orgánico,2693.62
REG-1129,18/02/2026,Misiones,Plásticos,1788.27
REG-1637,23/05/2024,Buenos Aires,Plásticos,1359.27
REG-1402,23/07/2025,Misiones,Plásticos,1114.38
REG-1918,26/11/2025,Santa Fe,Vidrio,911.19
REG-1904,25/03/2025,Misiones,Orgánico,1196.09
REG-1735,31/07/2024,Mendoza,Plásticos,1483.53
REG-1854,09/02/2026,Chaco,Orgánico,1629.8
REG-2045,21/03/2025,Tucumán,Papel y Cartón,3500.14
REG-1219,22/11/2025,Salta,Vidrio,1006.64
REG-1641,25/01/2024,Santa Fe,Papel y Cartón,2108.23
REG-1001,11/03/2025,Misiones,Plásticos,3822.11
REG-1882,03/11/2024,Buenos Aires,Papel y Cartón,1077.88
REG-1941,15/02/2024,Salta,Plásticos,1203.77
REG-1080,05/02/2025,BUENOS AIRES ,Plásticos,352.16
REG-1624,30/01/2025,Chaco,Plásticos,763.2
REG-1980,07/01/2024,Buenos Aires,Papel y Cartón,3792.04
REG-1892,12/05/2024,Salta,Orgánico,269.45
REG-1386,28/10/2024,Salta,Papel y Cartón,3595.55
REG-1826,18/07/2025,Chaco,Plásticos,2218.4
REG-1806,17/02/2026,Mendoza,Vidrio,2270.09
REG-1509,26/03/2024,Salta,Orgánico,1905.72
REG-1267,05/07/2024,Tucumán,Plásticos,960.07
REG-1956,26/07/2025,Mendoza,Plásticos,2613.38
REG-1441,26/10/2025,Santa Fe,Peligrosos,2348.37
REG-1496,02/05/2025,Tucumán,Peligrosos,4506.96
REG-1829,02/04/2025,Misiones,Vidrio,2104.95
REG-1112,16/04/2025,Mendoza,Plásticos,3208.14
REG-1691,04/08/2024,Salta,Plásticos,368.13
REG-1232,29/11/2025,Misiones,Peligrosos,1362.39
REG-2014,15/08/2024,Buenos Aires,Orgánico,981.64
REG-1607,18/02/2026,Córdoba,Plásticos,1585.67
REG-1671,14/10/2025,Salta,Vidrio,2945.87
REG-1373,20/06/2024,Chaco,Vidrio,3557.66
REG-1826,18/07/2025,Chaco,Plásticos,2218.4
REG-1663,10/08/2025,Mendoza,Plásticos,727.74
REG-1986,22/05/2025,Salta,Plásticos,2937.17
REG-1233,22/04/2024,Misiones,Plásticos,1585.13
REG-1818,08/02/2025,Córdoba,Plásticos,746.68
REG-1919,07/10/2024,Mendoza,Plásticos,2161.7
REG-1676,25/09/2025,Misiones,Plásticos,1202.44
REG-1317,16/09/2025,Misiones,Plásticos,2964.32
REG-1648,08/02/2024,Bs As,Vidrio,3491.33
REG-1410,03/06/2024,Buenos Aires,Papel y Cartón,1272.04
REG-2036,12/03/2025,Mendoza,Vidrio,4895.66
REG-1709,23/01/2026,CORDOBA,Orgánico,919.17
REG-1358,27/01/2024,Tucumán,Plásticos,3098.36
REG-1258,06/10/2024,Salta,Metales,1351.47
REG-1744,05/02/2025,Córdoba,Orgánico,2604.16
REG-1627,16/03/2024,Mendoza,Papel y Cartón,568.95
REG-1632,04/01/2026,Salta,Peligrosos,769.3
REG-1282,04/07/2025,Buenos Aires,Vidrio,3824.96
REG-1376,21/04/2025,Misiones,Orgánico,1369.2
REG-1384,14/12/2024,Chaco,Orgánico,6870.52
REG-1224,24/09/2024,Chaco,Vidrio,6034.35
REG-1847,12/03/2024,Santa Fe,Orgánico,840.35
REG-1950,01/08/2024,Buenos Aires,Plásticos,302.98
REG-1472,31/10/2025,Mendoza,Plásticos,2893.58
REG-1347,09/01/2025,Santa Fe,Papel y Cartón,4390.87
REG-1505,16/03/2024,Salta,Papel y Cartón,1667.32
REG-1639,08/04/2024,Tucumán,Vidrio,2361.16
REG-1799,28/04/2024,Salta,Plásticos,1490.44
